Customer ID,Signup Date,Acquisition Month,Channel,CAC CAD,Activated,Activation Date,Active Day 30,Active Day 60,Active Day 90,Active Day 180,Days Active,Monthly Revenue CAD,Customer Segment
NP02060,2024-10-07,2024-10,Paid Social,103.37,No,,No,No,No,No,0,0,Churned
NP02332,2024-10-07,2024-10,Referral,53.7,Yes,2024-10-09,Yes,No,No,No,20,9.891,Churned
NP01761,2024-10-08,2024-10,Referral,46.9,Yes,2024-10-08,Yes,Yes,Yes,No,112,17.34,Medium Value
NP02264,2024-10-08,2024-10,Paid Social,96.64,Yes,2024-10-09,Yes,Yes,Yes,Yes,166,23.6,Medium Value
NP00714,2024-10-09,2024-10,Email Campaign,28.77,No,,No,No,No,No,0,0,Churned
NP01120,2024-10-09,2024-10,Email Campaign,11.63,No,,No,No,No,No,0,0,Churned
NP01462,2024-10-09,2024-10,Email Campaign,22.49,Yes,2024-10-12,No,No,No,No,8,2.55,Churned
NP01604,2024-10-09,2024-10,Paid Social,97.04,No,,No,No,No,No,0,0,Churned
NP01674,2024-10-09,2024-10,Organic Search,32.04,Yes,2024-10-11,No,No,No,No,6,8.487,Churned
NP01860,2024-10-09,2024-10,Referral,64.25,No,,No,No,No,No,0,0,Churned
NP01900,2024-10-09,2024-10,Organic Search,44.64,Yes,2024-10-09,No,No,No,No,1,3.6569999999999996,Churned
NP01918,2024-10-09,2024-10,Organic Search,27.3,Yes,2024-10-11,Yes,Yes,Yes,Yes,146,26.86,High Value
NP00201,2024-10-10,2024-10,Organic Search,24.38,Yes,2024-10-13,Yes,Yes,Yes,No,118,24.21,Medium Value
NP00358,2024-10-10,2024-10,Organic Search,44.65,Yes,2024-10-11,No,No,No,No,5,8.466,Churned
NP00684,2024-10-10,2024-10,Organic Search,39.62,No,,No,No,No,No,0,0,Churned
NP00938,2024-10-10,2024-10,Organic Search,40.05,Yes,2024-10-12,Yes,Yes,Yes,Yes,174,27.79,High Value
NP00946,2024-10-10,2024-10,Referral,56.2,Yes,2024-10-10,Yes,No,No,No,26,10.551,Churned
NP01840,2024-10-10,2024-10,Paid Social,93.77,Yes,2024-10-13,No,No,No,No,8,5.571,Churned
NP00680,2024-10-11,2024-10,Organic Search,28.14,No,,No,No,No,No,0,0,Churned
NP00901,2024-10-11,2024-10,Referral,59.44,Yes,2024-10-11,Yes,Yes,Yes,Yes,147,23.18,Medium Value
NP01609,2024-10-11,2024-10,Paid Social,68.29,No,,No,No,No,No,0,0,Churned
NP00288,2024-10-12,2024-10,Paid Social,106.65,Yes,2024-10-12,Yes,No,No,No,27,1.2029999999999998,Churned
NP01046,2024-10-12,2024-10,Paid Social,79.96,No,,No,No,No,No,0,0,Churned
NP01913,2024-10-12,2024-10,Paid Social,63.65,No,,No,No,No,No,0,0,Churned
NP00267,2024-10-13,2024-10,Organic Search,48.31,Yes,2024-10-15,No,No,No,No,3,9.498,Churned
NP01115,2024-10-13,2024-10,Referral,52.55,Yes,2024-10-14,Yes,Yes,Yes,No,74,11.69,Low Value
NP02072,2024-10-13,2024-10,Paid Social,77.24,Yes,2024-10-13,No,No,No,No,6,6.380999999999999,Churned
NP00034,2024-10-14,2024-10,Paid Social,76.65,Yes,2024-10-16,No,No,No,No,8,7.071,Churned
NP00773,2024-10-14,2024-10,Paid Social,90.27,Yes,2024-10-17,No,No,No,No,6,4.83,Churned
NP00998,2024-10-14,2024-10,Paid Social,110.4,Yes,2024-10-16,Yes,Yes,Yes,Yes,167,0,Low Value
NP00475,2024-10-15,2024-10,Paid Social,98.98,Yes,2024-10-17,Yes,No,No,No,21,2.892,Churned
NP00640,2024-10-15,2024-10,Paid Social,101.54,Yes,2024-10-17,No,No,No,No,5,1.122,Churned
NP01064,2024-10-16,2024-10,Organic Search,45.24,Yes,2024-10-19,Yes,Yes,Yes,No,113,23.0,Medium Value
NP01399,2024-10-16,2024-10,Email Campaign,18.27,Yes,2024-10-17,No,No,No,No,3,1.7369999999999999,Churned
NP01768,2024-10-16,2024-10,Email Campaign,23.69,Yes,2024-10-18,Yes,Yes,Yes,No,120,6.17,Low Value
NP00043,2024-10-17,2024-10,Referral,61.69,Yes,2024-10-19,Yes,Yes,Yes,Yes,155,35.9,High Value
NP00139,2024-10-17,2024-10,Paid Social,98.58,No,,No,No,No,No,0,0,Churned
NP00140,2024-10-17,2024-10,Referral,51.5,Yes,2024-10-17,Yes,Yes,Yes,Yes,151,25.33,High Value
NP00186,2024-10-17,2024-10,Organic Search,36.55,No,,No,No,No,No,0,0,Churned
NP00410,2024-10-17,2024-10,Referral,40.17,Yes,2024-10-20,Yes,Yes,Yes,Yes,159,41.7,High Value
NP00958,2024-10-17,2024-10,Paid Social,90.11,No,,No,No,No,No,0,0,Churned
NP01780,2024-10-17,2024-10,Email Campaign,25.18,No,,No,No,No,No,0,0,Churned
NP00179,2024-10-18,2024-10,Organic Search,42.78,Yes,2024-10-19,No,No,No,No,10,1.3739999999999999,Churned
NP00391,2024-10-18,2024-10,Organic Search,15.23,Yes,2024-10-21,Yes,Yes,Yes,Yes,160,16.09,Medium Value
NP02160,2024-10-18,2024-10,Referral,59.34,Yes,2024-10-19,No,No,No,No,2,6.003,Churned
NP01137,2024-10-19,2024-10,Paid Social,89.74,Yes,2024-10-20,Yes,Yes,No,No,38,1.311,Churned
NP01760,2024-10-19,2024-10,Paid Social,88.39,Yes,2024-10-20,No,No,No,No,10,4.725,Churned
NP01957,2024-10-19,2024-10,Organic Search,36.12,Yes,2024-10-19,No,No,No,No,1,6.159,Churned
NP02258,2024-10-19,2024-10,Email Campaign,18.5,Yes,2024-10-22,Yes,No,No,No,30,0,Churned
NP02327,2024-10-19,2024-10,Paid Social,66.36,Yes,2024-10-21,No,No,No,No,8,6.258,Churned
NP00108,2024-10-20,2024-10,Paid Social,98.52,Yes,2024-10-21,No,No,No,No,3,2.379,Churned
NP00542,2024-10-20,2024-10,Organic Search,47.82,Yes,2024-10-22,No,No,No,No,4,7.949999999999999,Churned
NP00604,2024-10-20,2024-10,Email Campaign,6.72,Yes,2024-10-23,No,No,No,No,10,1.119,Churned
NP00820,2024-10-20,2024-10,Paid Social,83.26,Yes,2024-10-21,No,No,No,No,2,1.3259999999999998,Churned
NP01031,2024-10-20,2024-10,Organic Search,54.11,Yes,2024-10-23,Yes,Yes,Yes,Yes,173,24.59,Medium Value
NP02125,2024-10-20,2024-10,Email Campaign,14.54,No,,No,No,No,No,0,0,Churned
NP00462,2024-10-21,2024-10,Email Campaign,19.78,Yes,2024-10-24,No,No,No,No,1,6.438,Churned
NP00506,2024-10-21,2024-10,Referral,66.58,Yes,2024-10-22,Yes,Yes,Yes,Yes,176,34.24,High Value
NP00598,2024-10-21,2024-10,Referral,72.75,Yes,2024-10-22,Yes,Yes,Yes,Yes,158,31.02,High Value
NP00619,2024-10-21,2024-10,Referral,27.23,Yes,2024-10-23,Yes,No,No,No,11,8.841,Churned
NP01468,2024-10-21,2024-10,Referral,81.18,Yes,2024-10-24,No,No,No,No,10,1.116,Churned
NP00100,2024-10-22,2024-10,Paid Social,85.45,No,,No,No,No,No,0,0,Churned
NP01897,2024-10-22,2024-10,Paid Social,88.04,Yes,2024-10-22,No,No,No,No,5,4.17,Churned
NP00223,2024-10-23,2024-10,Paid Social,62.71,Yes,2024-10-26,Yes,Yes,No,No,53,4.263,Churned
NP01477,2024-10-23,2024-10,Organic Search,28.04,No,,No,No,No,No,0,0,Churned
NP01584,2024-10-23,2024-10,Referral,45.47,Yes,2024-10-26,Yes,Yes,Yes,Yes,133,14.98,Medium Value
NP01728,2024-10-23,2024-10,Email Campaign,15.17,Yes,2024-10-25,Yes,Yes,Yes,No,115,2.2,Low Value
NP00419,2024-10-24,2024-10,Paid Social,77.19,Yes,2024-10-25,No,No,No,No,7,6.801,Churned
NP00627,2024-10-24,2024-10,Paid Social,88.11,Yes,2024-10-26,Yes,Yes,No,No,52,2.331,Churned
NP00727,2024-10-24,2024-10,Paid Social,79.6,No,,No,No,No,No,0,0,Churned
NP00811,2024-10-24,2024-10,Paid Social,92.96,No,,No,No,No,No,0,0,Churned
NP00991,2024-10-24,2024-10,Referral,63.76,No,,No,No,No,No,0,0,Churned
NP01800,2024-10-24,2024-10,Email Campaign,27.44,No,,No,No,No,No,0,0,Churned
NP00116,2024-10-25,2024-10,Organic Search,42.18,No,,No,No,No,No,0,0,Churned
NP00190,2024-10-25,2024-10,Referral,58.79,No,,No,No,No,No,0,0,Churned
NP00957,2024-10-25,2024-10,Organic Search,33.84,Yes,2024-10-27,No,No,No,No,9,13.635,Churned
NP01238,2024-10-25,2024-10,Paid Social,84.07,Yes,2024-10-28,Yes,No,No,No,17,10.062,Churned
NP01253,2024-10-25,2024-10,Organic Search,25.89,Yes,2024-10-25,Yes,Yes,Yes,Yes,127,0,Low Value
NP01446,2024-10-25,2024-10,Organic Search,28.11,Yes,2024-10-27,No,No,No,No,9,14.547,Churned
NP02318,2024-10-25,2024-10,Email Campaign,18.01,No,,No,No,No,No,0,0,Churned
NP00630,2024-10-26,2024-10,Paid Social,127.91,Yes,2024-10-28,No,No,No,No,3,4.599,Churned
NP01281,2024-10-26,2024-10,Paid Social,85.97,No,,No,No,No,No,0,0,Churned
NP01342,2024-10-26,2024-10,Email Campaign,20.42,No,,No,No,No,No,0,0,Churned
NP01819,2024-10-26,2024-10,Paid Social,111.84,No,,No,No,No,No,0,0,Churned
NP02337,2024-10-26,2024-10,Paid Social,91.42,Yes,2024-10-26,Yes,No,No,No,21,3.969,Churned
NP00876,2024-10-27,2024-10,Email Campaign,13.27,No,,No,No,No,No,0,0,Churned
NP02357,2024-10-27,2024-10,Referral,41.71,No,,No,No,No,No,0,0,Churned
NP00353,2024-10-28,2024-10,Email Campaign,16.54,No,,No,No,No,No,0,0,Churned
NP00758,2024-10-28,2024-10,Email Campaign,18.41,No,,No,No,No,No,0,0,Churned
NP01107,2024-10-28,2024-10,Referral,60.5,No,,No,No,No,No,0,0,Churned
NP01678,2024-10-28,2024-10,Organic Search,30.42,Yes,2024-10-28,Yes,Yes,No,No,35,8.664,Churned
NP00722,2024-10-29,2024-10,Paid Social,86.42,Yes,2024-11-01,No,No,No,No,2,2.952,Churned
NP00752,2024-10-29,2024-10,Paid Social,91.77,Yes,2024-10-29,No,No,No,No,10,2.547,Churned
NP01475,2024-10-29,2024-10,Organic Search,32.53,Yes,2024-11-01,Yes,Yes,Yes,Yes,139,15.39,Medium Value
NP01874,2024-10-29,2024-10,Referral,59.19,Yes,2024-10-29,No,No,No,No,10,2.541,Churned
NP02050,2024-10-29,2024-10,Organic Search,30.7,Yes,2024-10-30,Yes,No,No,No,23,5.271,Churned
NP02066,2024-10-29,2024-10,Paid Social,64.02,Yes,2024-10-29,Yes,Yes,Yes,Yes,145,13.39,Medium Value
NP02131,2024-10-29,2024-10,Paid Social,104.49,No,,No,No,No,No,0,0,Churned
NP00229,2024-10-30,2024-10,Organic Search,34.72,No,,No,No,No,No,0,0,Churned
NP00902,2024-10-30,2024-10,Email Campaign,19.48,Yes,2024-11-01,Yes,Yes,Yes,Yes,178,8.31,Low Value
NP01338,2024-10-30,2024-10,Email Campaign,16.69,Yes,2024-10-31,No,No,No,No,4,3.888,Churned
NP01715,2024-10-30,2024-10,Email Campaign,12.3,No,,No,No,No,No,0,0,Churned
NP02266,2024-10-30,2024-10,Email Campaign,24.43,Yes,2024-10-31,Yes,Yes,Yes,No,78,3.59,Low Value
NP00431,2024-10-31,2024-10,Paid Social,80.6,Yes,2024-11-03,Yes,Yes,Yes,Yes,143,13.9,Medium Value
NP00768,2024-10-31,2024-10,Paid Social,82.64,No,,No,No,No,No,0,0,Churned
NP01896,2024-10-31,2024-10,Organic Search,30.33,Yes,2024-11-01,No,No,No,No,8,7.809,Churned
NP02076,2024-10-31,2024-10,Email Campaign,17.68,Yes,2024-10-31,No,No,No,No,5,2.589,Churned
NP02084,2024-10-31,2024-10,Organic Search,40.3,Yes,2024-10-31,No,No,No,No,10,5.181,Churned
NP00502,2024-11-01,2024-11,Referral,81.11,Yes,2024-11-03,No,No,No,No,7,10.524,Churned
NP00720,2024-11-01,2024-11,Paid Social,76.54,Yes,2024-11-04,No,No,No,No,2,6.6659999999999995,Churned
NP00944,2024-11-01,2024-11,Referral,55.37,Yes,2024-11-02,No,No,No,No,6,9.543,Churned
NP00953,2024-11-01,2024-11,Organic Search,32.38,Yes,2024-11-02,Yes,Yes,Yes,Yes,176,24.43,Medium Value
NP01169,2024-11-01,2024-11,Paid Social,62.44,No,,No,No,No,No,0,0,Churned
NP01242,2024-11-01,2024-11,Paid Social,98.22,Yes,2024-11-03,No,No,No,No,9,3.36,Churned
NP01836,2024-11-01,2024-11,Paid Social,104.34,Yes,2024-11-01,No,No,No,No,1,4.494,Churned
NP01894,2024-11-01,2024-11,Paid Social,96.78,Yes,2024-11-04,No,No,No,No,1,2.3729999999999998,Churned
NP01043,2024-11-02,2024-11,Referral,49.15,No,,No,No,No,No,0,0,Churned
NP01108,2024-11-02,2024-11,Referral,53.7,No,,No,No,No,No,0,0,Churned
NP01398,2024-11-02,2024-11,Referral,53.33,Yes,2024-11-04,Yes,Yes,Yes,Yes,164,12.51,Medium Value
NP01634,2024-11-02,2024-11,Referral,48.14,Yes,2024-11-02,Yes,Yes,Yes,No,71,5.0,Low Value
NP00125,2024-11-03,2024-11,Organic Search,30.25,Yes,2024-11-05,Yes,Yes,No,No,54,2.3249999999999997,Churned
NP00151,2024-11-03,2024-11,Email Campaign,23.61,No,,No,No,No,No,0,0,Churned
NP02134,2024-11-03,2024-11,Paid Social,98.98,Yes,2024-11-06,Yes,Yes,Yes,No,75,20.25,Medium Value
NP02216,2024-11-03,2024-11,Organic Search,41.51,Yes,2024-11-05,Yes,Yes,No,No,60,5.253,Churned
NP00013,2024-11-04,2024-11,Referral,67.56,Yes,2024-11-05,Yes,Yes,Yes,Yes,131,36.07,High Value
NP00207,2024-11-04,2024-11,Paid Social,78.95,No,,No,No,No,No,0,0,Churned
NP00553,2024-11-04,2024-11,Paid Social,130.59,Yes,2024-11-04,No,No,No,No,6,2.79,Churned
NP00959,2024-11-04,2024-11,Paid Social,78.49,Yes,2024-11-04,Yes,Yes,Yes,No,86,14.52,Medium Value
NP00996,2024-11-04,2024-11,Organic Search,40.12,Yes,2024-11-05,No,No,No,No,1,9.327,Churned
NP01210,2024-11-04,2024-11,Organic Search,35.05,Yes,2024-11-06,Yes,Yes,Yes,Yes,122,26.99,High Value
NP01461,2024-11-04,2024-11,Paid Social,82.84,No,,No,No,No,No,0,0,Churned
NP01823,2024-11-04,2024-11,Paid Social,82.53,Yes,2024-11-07,No,No,No,No,5,3.9359999999999995,Churned
NP00257,2024-11-05,2024-11,Referral,48.53,Yes,2024-11-08,Yes,No,No,No,23,6.378,Churned
NP00631,2024-11-05,2024-11,Email Campaign,15.88,No,,No,No,No,No,0,0,Churned
NP01372,2024-11-05,2024-11,Organic Search,40.52,Yes,2024-11-08,Yes,No,No,No,20,7.221,Churned
NP01442,2024-11-05,2024-11,Paid Social,79.95,Yes,2024-11-07,No,No,No,No,10,8.693999999999999,Churned
NP01857,2024-11-05,2024-11,Referral,64.51,Yes,2024-11-08,Yes,Yes,Yes,Yes,143,20.02,Medium Value
NP02384,2024-11-05,2024-11,Paid Social,70.81,No,,No,No,No,No,0,0,Churned
NP01645,2024-11-06,2024-11,Paid Social,82.79,No,,No,No,No,No,0,0,Churned
NP01753,2024-11-06,2024-11,Paid Social,108.64,No,,No,No,No,No,0,0,Churned
NP01837,2024-11-06,2024-11,Email Campaign,21.76,Yes,2024-11-09,No,No,No,No,3,0.7889999999999999,Churned
NP01845,2024-11-06,2024-11,Organic Search,45.59,Yes,2024-11-07,Yes,No,No,No,13,3.816,Churned
NP01995,2024-11-06,2024-11,Organic Search,14.85,Yes,2024-11-06,No,No,No,No,7,9.495,Churned
NP02236,2024-11-06,2024-11,Email Campaign,20.84,Yes,2024-11-08,No,No,No,No,2,1.296,Churned
NP00001,2024-11-07,2024-11,Organic Search,39.94,No,,No,No,No,No,0,0,Churned
NP00239,2024-11-07,2024-11,Email Campaign,20.51,Yes,2024-11-10,Yes,No,No,No,28,4.109999999999999,Churned
NP00539,2024-11-07,2024-11,Paid Social,72.35,Yes,2024-11-09,Yes,Yes,No,No,40,4.497,Churned
NP00096,2024-11-08,2024-11,Paid Social,113.96,No,,No,No,No,No,0,0,Churned
NP00940,2024-11-08,2024-11,Referral,69.54,Yes,2024-11-09,Yes,Yes,No,No,42,0,Churned
NP00278,2024-11-09,2024-11,Email Campaign,23.17,No,,No,No,No,No,0,0,Churned
NP00966,2024-11-09,2024-11,Paid Social,78.64,Yes,2024-11-10,No,No,No,No,2,3.972,Churned
NP01498,2024-11-09,2024-11,Email Campaign,16.79,No,,No,No,No,No,0,0,Churned
NP01603,2024-11-10,2024-11,Paid Social,83.43,Yes,2024-11-10,No,No,No,No,2,1.188,Churned
NP00386,2024-11-11,2024-11,Organic Search,26.8,Yes,2024-11-14,Yes,No,No,No,26,3.8009999999999997,Churned
NP00855,2024-11-11,2024-11,Organic Search,39.58,No,,No,No,No,No,0,0,Churned
NP01002,2024-11-11,2024-11,Paid Social,98.84,Yes,2024-11-14,No,No,No,No,4,2.151,Churned
NP01228,2024-11-11,2024-11,Organic Search,23.15,Yes,2024-11-11,Yes,Yes,Yes,Yes,128,15.13,Medium Value
NP01815,2024-11-11,2024-11,Organic Search,30.33,Yes,2024-11-13,No,No,No,No,2,4.08,Churned
NP02328,2024-11-11,2024-11,Organic Search,39.25,Yes,2024-11-13,Yes,No,No,No,13,7.221,Churned
NP00732,2024-11-12,2024-11,Organic Search,32.86,Yes,2024-11-13,No,No,No,No,10,1.56,Churned
NP01349,2024-11-12,2024-11,Referral,50.28,No,,No,No,No,No,0,0,Churned
NP00415,2024-11-13,2024-11,Referral,52.66,No,,No,No,No,No,0,0,Churned
NP02035,2024-11-13,2024-11,Paid Social,76.75,Yes,2024-11-13,No,No,No,No,7,4.101,Churned
NP01022,2024-11-14,2024-11,Organic Search,30.92,Yes,2024-11-15,Yes,Yes,No,No,47,8.115,Churned
NP00756,2024-11-15,2024-11,Paid Social,115.77,Yes,2024-11-18,Yes,Yes,Yes,No,61,18.26,Medium Value
NP00843,2024-11-15,2024-11,Paid Social,91.96,Yes,2024-11-16,No,No,No,No,1,5.991,Churned
NP00845,2024-11-15,2024-11,Paid Social,92.63,No,,No,No,No,No,0,0,Churned
NP00907,2024-11-15,2024-11,Paid Social,44.82,Yes,2024-11-17,Yes,Yes,Yes,Yes,159,22.55,Medium Value
NP01412,2024-11-15,2024-11,Organic Search,38.98,No,,No,No,No,No,0,0,Churned
NP01494,2024-11-15,2024-11,Paid Social,49.58,Yes,2024-11-18,No,No,No,No,10,7.265999999999999,Churned
NP01949,2024-11-15,2024-11,Referral,57.29,Yes,2024-11-18,Yes,Yes,Yes,Yes,163,14.76,Medium Value
NP02329,2024-11-15,2024-11,Organic Search,38.45,Yes,2024-11-15,Yes,Yes,Yes,Yes,136,29.24,High Value
NP00209,2024-11-16,2024-11,Organic Search,24.05,Yes,2024-11-18,Yes,Yes,Yes,Yes,174,19.68,Medium Value
NP00913,2024-11-16,2024-11,Organic Search,34.05,Yes,2024-11-19,Yes,Yes,Yes,Yes,139,8.33,Low Value
NP00970,2024-11-16,2024-11,Organic Search,53.93,Yes,2024-11-16,Yes,Yes,No,No,52,8.436,Churned
NP01144,2024-11-16,2024-11,Organic Search,39.44,No,,No,No,No,No,0,0,Churned
NP01243,2024-11-16,2024-11,Paid Social,73.26,No,,No,No,No,No,0,0,Churned
NP01453,2024-11-17,2024-11,Organic Search,30.32,Yes,2024-11-18,Yes,Yes,Yes,Yes,120,4.95,Low Value
NP01699,2024-11-17,2024-11,Organic Search,34.24,Yes,2024-11-19,Yes,Yes,No,No,42,8.865,Churned
NP01967,2024-11-17,2024-11,Referral,57.89,Yes,2024-11-20,Yes,Yes,Yes,No,114,30.95,High Value
NP00486,2024-11-18,2024-11,Paid Social,77.19,Yes,2024-11-20,No,No,No,No,6,3.84,Churned
NP00924,2024-11-18,2024-11,Paid Social,53.81,Yes,2024-11-21,Yes,Yes,Yes,Yes,163,11.54,Low Value
NP01168,2024-11-18,2024-11,Organic Search,23.61,No,,No,No,No,No,0,0,Churned
NP01961,2024-11-18,2024-11,Paid Social,104.09,No,,No,No,No,No,0,0,Churned
NP02224,2024-11-18,2024-11,Organic Search,36.71,Yes,2024-11-20,Yes,No,No,No,20,2.7329999999999997,Churned
NP00839,2024-11-19,2024-11,Paid Social,94.96,Yes,2024-11-20,No,No,No,No,5,4.479,Churned
NP01751,2024-11-19,2024-11,Paid Social,94.46,No,,No,No,No,No,0,0,Churned
NP00482,2024-11-20,2024-11,Referral,25.63,Yes,2024-11-23,Yes,Yes,Yes,Yes,159,32.37,High Value
NP00515,2024-11-20,2024-11,Organic Search,31.94,Yes,2024-11-21,No,No,No,No,9,6.869999999999999,Churned
NP01225,2024-11-20,2024-11,Paid Social,47.82,Yes,2024-11-20,No,No,No,No,1,7.008,Churned
NP01844,2024-11-20,2024-11,Paid Social,50.64,Yes,2024-11-20,No,No,No,No,3,6.465,Churned
NP01931,2024-11-20,2024-11,Referral,55.75,Yes,2024-11-20,Yes,Yes,Yes,Yes,174,34.99,High Value
NP01164,2024-11-21,2024-11,Email Campaign,27.17,Yes,2024-11-21,No,No,No,No,6,3.3,Churned
NP01345,2024-11-21,2024-11,Referral,50.65,Yes,2024-11-24,No,No,No,No,10,10.610999999999999,Churned
NP01573,2024-11-21,2024-11,Paid Social,95.98,Yes,2024-11-21,No,No,No,No,4,6.159,Churned
NP01679,2024-11-21,2024-11,Paid Social,63.2,No,,No,No,No,No,0,0,Churned
NP01912,2024-11-21,2024-11,Email Campaign,19.75,Yes,2024-11-21,No,No,No,No,6,2.775,Churned
NP02159,2024-11-21,2024-11,Paid Social,88.17,Yes,2024-11-21,No,No,No,No,9,0.873,Churned
NP00007,2024-11-22,2024-11,Referral,57.19,Yes,2024-11-22,Yes,Yes,Yes,Yes,149,9.63,Low Value
NP01221,2024-11-22,2024-11,Email Campaign,18.18,No,,No,No,No,No,0,0,Churned
NP01691,2024-11-22,2024-11,Paid Social,93.86,No,,No,No,No,No,0,0,Churned
NP01852,2024-11-22,2024-11,Referral,69.46,No,,No,No,No,No,0,0,Churned
NP02095,2024-11-22,2024-11,Organic Search,29.98,No,,No,No,No,No,0,0,Churned
NP02186,2024-11-22,2024-11,Organic Search,28.31,Yes,2024-11-25,Yes,No,No,No,12,5.813999999999999,Churned
NP02229,2024-11-22,2024-11,Paid Social,68.56,Yes,2024-11-25,No,No,No,No,7,7.515,Churned
NP00973,2024-11-23,2024-11,Paid Social,69.33,No,,No,No,No,No,0,0,Churned
NP01444,2024-11-23,2024-11,Organic Search,51.48,Yes,2024-11-25,Yes,Yes,No,No,36,4.329,Churned
NP01875,2024-11-23,2024-11,Referral,59.43,Yes,2024-11-26,Yes,Yes,Yes,No,115,24.02,Medium Value
NP01887,2024-11-23,2024-11,Paid Social,101.13,Yes,2024-11-25,No,No,No,No,5,5.241,Churned
NP02057,2024-11-23,2024-11,Email Campaign,19.37,No,,No,No,No,No,0,0,Churned
NP00903,2024-11-24,2024-11,Email Campaign,18.97,Yes,2024-11-27,Yes,Yes,No,No,56,3.6390000000000002,Churned
NP00922,2024-11-24,2024-11,Paid Social,119.51,Yes,2024-11-24,Yes,Yes,No,No,33,6.594,Churned
NP00557,2024-11-25,2024-11,Paid Social,88.2,No,,No,No,No,No,0,0,Churned
NP00753,2024-11-25,2024-11,Paid Social,62.67,Yes,2024-11-28,Yes,Yes,Yes,No,99,17.54,Medium Value
NP00770,2024-11-25,2024-11,Referral,39.87,Yes,2024-11-26,Yes,Yes,Yes,Yes,129,26.87,High Value
NP01212,2024-11-25,2024-11,Organic Search,25.99,No,,No,No,No,No,0,0,Churned
NP01726,2024-11-25,2024-11,Paid Social,53.99,Yes,2024-11-26,Yes,Yes,Yes,Yes,172,35.53,High Value
NP01942,2024-11-25,2024-11,Email Campaign,9.14,No,,No,No,No,No,0,0,Churned
NP02310,2024-11-25,2024-11,Referral,63.46,Yes,2024-11-28,Yes,Yes,Yes,No,63,22.18,Medium Value
NP02385,2024-11-25,2024-11,Email Campaign,12.8,No,,No,No,No,No,0,0,Churned
NP00276,2024-11-26,2024-11,Referral,54.82,Yes,2024-11-27,No,No,No,No,1,5.0249999999999995,Churned
NP00494,2024-11-26,2024-11,Paid Social,113.81,No,,No,No,No,No,0,0,Churned
NP01199,2024-11-26,2024-11,Referral,62.13,Yes,2024-11-29,Yes,Yes,Yes,No,85,12.94,Medium Value
NP02077,2024-11-26,2024-11,Referral,66.78,Yes,2024-11-27,Yes,Yes,Yes,No,108,23.02,Medium Value
NP02190,2024-11-26,2024-11,Paid Social,113.86,No,,No,No,No,No,0,0,Churned
NP00199,2024-11-27,2024-11,Email Campaign,10.01,Yes,2024-11-27,Yes,Yes,No,No,52,5.394,Churned
NP00458,2024-11-27,2024-11,Email Campaign,22.08,No,,No,No,No,No,0,0,Churned
NP00574,2024-11-27,2024-11,Organic Search,41.77,Yes,2024-11-29,Yes,No,No,No,19,5.303999999999999,Churned
NP00663,2024-11-27,2024-11,Organic Search,37.58,No,,No,No,No,No,0,0,Churned
NP00779,2024-11-27,2024-11,Referral,40.7,Yes,2024-11-27,Yes,Yes,No,No,44,7.844999999999999,Churned
NP00980,2024-11-27,2024-11,Referral,60.24,Yes,2024-11-30,Yes,Yes,Yes,Yes,180,41.75,High Value
NP01182,2024-11-27,2024-11,Organic Search,32.41,Yes,2024-11-29,No,No,No,No,6,5.4030000000000005,Churned
NP01572,2024-11-27,2024-11,Email Campaign,18.75,Yes,2024-11-27,No,No,No,No,2,0.864,Churned
NP01676,2024-11-27,2024-11,Paid Social,57.78,Yes,2024-11-29,Yes,Yes,Yes,Yes,154,17.13,Medium Value
NP02248,2024-11-27,2024-11,Paid Social,100.98,No,,No,No,No,No,0,0,Churned
NP00649,2024-11-28,2024-11,Referral,46.84,Yes,2024-11-30,Yes,Yes,Yes,Yes,155,14.46,Medium Value
NP01590,2024-11-28,2024-11,Referral,65.58,Yes,2024-12-01,Yes,No,No,No,12,8.718,Churned
NP00180,2024-11-29,2024-11,Paid Social,89.03,Yes,2024-12-02,No,No,No,No,3,0.168,Churned
NP00198,2024-11-29,2024-11,Paid Social,86.39,No,,No,No,No,No,0,0,Churned
NP00219,2024-11-29,2024-11,Referral,54.07,Yes,2024-12-01,Yes,Yes,Yes,Yes,145,21.93,Medium Value
NP00950,2024-11-29,2024-11,Referral,65.11,Yes,2024-11-29,Yes,Yes,Yes,Yes,149,17.66,Medium Value
NP01192,2024-11-29,2024-11,Paid Social,75.7,Yes,2024-11-29,No,No,No,No,3,2.157,Churned
NP01962,2024-11-29,2024-11,Referral,51.53,Yes,2024-11-29,Yes,Yes,Yes,Yes,168,23.13,Medium Value
NP00077,2024-11-30,2024-11,Paid Social,75.07,No,,No,No,No,No,0,0,Churned
NP01774,2024-11-30,2024-11,Email Campaign,22.98,Yes,2024-12-03,No,No,No,No,4,2.646,Churned
NP01812,2024-11-30,2024-11,Email Campaign,6.95,No,,No,No,No,No,0,0,Churned
NP02090,2024-11-30,2024-11,Paid Social,86.5,Yes,2024-12-01,No,No,No,No,7,1.233,Churned
NP02275,2024-11-30,2024-11,Paid Social,71.51,Yes,2024-12-01,No,No,No,No,2,6.194999999999999,Churned
NP02283,2024-11-30,2024-11,Referral,55.34,No,,No,No,No,No,0,0,Churned
NP02293,2024-11-30,2024-11,Organic Search,44.32,No,,No,No,No,No,0,0,Churned
NP00295,2024-12-01,2024-12,Paid Social,95.73,Yes,2024-12-02,No,No,No,No,4,5.148,Churned
